test_id,result
3_record_220,0
3_record_221,0
3_record_222,0
3_record_223,0
3_record_224,0
3_record_225,0
3_record_226,0
3_record_227,0
3_record_228,0
3_record_229,0
3_record_230,0
3_record_231,0
3_record_232,0
3_record_233,0
3_record_234,0
3_record_235,0
3_record_236,0
3_record_237,0
3_record_238,0
3_record_239,0
3_record_240,0
3_record_241,0
3_record_242,0
3_record_243,0
3_record_244,0
3_record_245,0
3_record_246,0
3_record_247,0
3_record_248,0
3_record_249,0
3_record_250,0
3_record_251,0
3_record_252,0
3_record_253,0
3_record_254,0
3_record_255,0
3_record_256,0
3_record_257,0
3_record_258,0
3_record_259,0
3_record_260,0
3_record_261,0
3_record_262,0
3_record_263,0
3_record_264,0
3_record_265,0
3_record_266,0
3_record_267,0
3_record_268,0
3_record_269,0
3_record_270,0
3_record_271,0
3_record_272,0
3_record_273,0
3_record_274,0
3_record_275,0
3_record_276,0
3_record_277,0
3_record_278,0
3_record_279,0
3_record_280,0
3_record_281,0
3_record_282,0
3_record_283,0
3_record_284,0
3_record_285,0
3_record_286,0
3_record_287,0
3_record_288,0
3_record_289,0
3_record_290,0
3_record_291,0
3_record_292,0
3_record_293,0
3_record_294,0
3_record_295,0
3_record_296,0
3_record_297,0
3_record_298,0
3_record_299,0
3_record_300,0
3_record_301,0
3_record_302,0
3_record_303,0
3_record_304,0
3_record_305,0
3_record_306,0
3_record_307,0
3_record_308,0
3_record_309,0
3_record_310,0
3_record_311,0
3_record_312,0
3_record_313,0
3_record_314,0
3_record_315,0
3_record_316,0
3_record_317,0
3_record_318,0
3_record_319,0
3_record_320,0
3_record_321,0
3_record_322,0
3_record_323,0
3_record_324,0
3_record_325,0
3_record_326,0
3_record_327,0
3_record_328,0
3_record_329,0
3_record_330,0
3_record_331,0
3_record_332,0
3_record_333,0
3_record_334,0
3_record_335,0
3_record_336,0
3_record_337,0
3_record_338,0
3_record_339,0
3_record_340,0
3_record_341,0
3_record_342,0
3_record_343,0
3_record_344,0
3_record_345,0
3_record_346,0
3_record_347,0
3_record_348,0
3_record_349,0
3_record_350,0
3_record_351,0
3_record_352,0
3_record_353,0
3_record_354,0
3_record_355,0
3_record_356,0
3_record_357,0
3_record_358,0
3_record_359,0
3_record_360,0
3_record_361,0
3_record_362,0
3_record_363,0
3_record_364,0
3_record_365,0
3_record_366,0
3_record_367,0
3_record_368,0
3_record_369,0
3_record_370,0
3_record_371,0
3_record_372,0
3_record_373,0
3_record_374,0
3_record_375,0
3_record_376,0
3_record_377,0
3_record_378,0
3_record_379,0
3_record_380,0
3_record_381,0
3_record_382,0
3_record_383,0
3_record_384,0
3_record_385,0
3_record_386,0
3_record_387,0
3_record_388,0
3_record_389,0
3_record_390,0
3_record_391,0
3_record_392,0
3_record_393,0
3_record_394,0
3_record_395,0
3_record_396,0
3_record_397,0
3_record_398,0
3_record_399,0
3_record_400,0
3_record_401,0
3_record_402,0
3_record_403,0
3_record_404,0
3_record_405,0
3_record_406,0
3_record_407,0
3_record_408,0
3_record_409,0
3_record_410,0
3_record_411,0
3_record_412,0
3_record_413,0
3_record_414,0
3_record_415,0
3_record_416,0
3_record_417,0
3_record_418,0
3_record_419,0
3_record_420,0
3_record_421,0
3_record_422,0
3_record_423,0
3_record_424,0
3_record_425,0
3_record_426,0
3_record_427,0
3_record_428,0
3_record_429,0
3_record_430,0
3_record_431,0
3_record_432,0
3_record_433,0
3_record_434,0
3_record_435,0
3_record_436,0
3_record_437,0
3_record_438,0
3_record_439,0
3_record_440,0
3_record_441,0
3_record_442,0
3_record_443,0
3_record_444,0
3_record_445,0
3_record_446,0
3_record_447,0
3_record_448,0
3_record_449,0
3_record_450,0
3_record_451,0
3_record_452,0
3_record_453,0
3_record_454,0
3_record_455,0
3_record_456,0
3_record_457,0
3_record_458,0
3_record_459,0
3_record_460,0
3_record_461,0
3_record_462,0
3_record_463,0
3_record_464,0
3_record_465,0
3_record_466,0
3_record_467,0
3_record_468,0
3_record_469,0
3_record_470,0
3_record_471,0
3_record_472,0
3_record_473,0
3_record_474,0
3_record_475,0
3_record_476,0
3_record_477,0
3_record_478,0
3_record_479,0
3_record_480,0
3_record_481,0
3_record_482,0
3_record_483,0
3_record_484,0
3_record_485,0
3_record_486,0
3_record_487,0
3_record_488,0
3_record_489,0
3_record_490,0
3_record_491,0
3_record_492,0
3_record_493,0
3_record_494,0
3_record_495,0
3_record_496,0
3_record_497,0
3_record_498,0
3_record_499,0
3_record_500,0
3_record_501,0
3_record_502,0
3_record_503,0
3_record_504,0
3_record_505,0
3_record_506,0
3_record_507,0
3_record_508,0
3_record_509,0
3_record_510,0
3_record_511,0
3_record_512,0
3_record_513,0
3_record_514,0
3_record_515,0
3_record_516,0
3_record_517,0
3_record_518,0
3_record_519,0
3_record_520,0
3_record_521,0
3_record_522,0
3_record_523,0
3_record_524,0
3_record_525,0
3_record_526,0
3_record_527,0
3_record_528,0
3_record_529,0
3_record_530,0
3_record_531,0
3_record_532,0
3_record_533,0
3_record_534,0
3_record_535,0
3_record_536,0
3_record_537,0
3_record_538,0
3_record_539,0
3_record_540,0
3_record_541,0
3_record_542,0
3_record_543,0
3_record_544,0
3_record_545,0
3_record_546,0
3_record_547,0
3_record_548,0
3_record_549,0
3_record_550,0
3_record_551,0
3_record_552,0
3_record_553,0
3_record_554,0
3_record_555,0
3_record_556,0
3_record_557,0
3_record_558,0
3_record_559,0
3_record_560,0
3_record_561,0
3_record_562,0
3_record_563,0
3_record_564,0
3_record_565,0
3_record_566,0
3_record_567,0
3_record_568,0
3_record_569,0
3_record_570,0
3_record_571,0
3_record_572,0
3_record_573,0
3_record_574,0
3_record_575,0
3_record_576,0
3_record_577,0
3_record_578,0
3_record_579,0
3_record_580,0
3_record_581,0
3_record_582,0
3_record_583,0
3_record_584,0
3_record_585,0
3_record_586,0
3_record_587,0
3_record_588,0
3_record_589,0
3_record_590,0
3_record_591,0
3_record_592,0
3_record_593,0
3_record_594,0
3_record_595,0
3_record_596,0
3_record_597,0
3_record_598,0
3_record_599,0
3_record_600,0
3_record_601,0
3_record_602,0
3_record_603,0
3_record_604,0
3_record_605,0
3_record_606,0
3_record_607,0
3_record_608,0
3_record_609,0
3_record_610,0
3_record_611,0
3_record_612,0
3_record_613,0
3_record_614,0
3_record_615,0
3_record_616,0
3_record_617,0
3_record_618,0
3_record_619,0
3_record_620,0
3_record_621,0
3_record_622,0
3_record_623,0
3_record_624,0
3_record_625,0
3_record_626,0
3_record_627,0
3_record_628,0
3_record_629,0
3_record_630,0
3_record_631,0
3_record_632,0
3_record_633,0
3_record_634,0
3_record_635,0
3_record_636,0
3_record_637,0
3_record_638,0
3_record_639,0
3_record_640,0
3_record_641,0
3_record_642,0
3_record_643,0
3_record_644,0
3_record_645,0
3_record_646,0
3_record_647,0
3_record_648,0
3_record_649,0
3_record_650,0
3_record_651,0
3_record_652,0
3_record_653,0
3_record_654,0
3_record_655,0
3_record_656,0
3_record_657,0
3_record_658,0
3_record_659,0
3_record_660,0
3_record_661,0
3_record_662,0
3_record_663,0
3_record_664,0
3_record_665,0
3_record_666,0
3_record_667,0
3_record_668,0
3_record_669,0
3_record_670,0
3_record_671,0
3_record_672,0
3_record_673,0
3_record_674,0
3_record_675,0
3_record_676,0
3_record_677,0
3_record_678,0
3_record_679,0
3_record_680,0
3_record_681,0
3_record_682,0
3_record_683,0
3_record_684,0
3_record_685,0
3_record_686,0
3_record_687,0
3_record_688,0
3_record_689,0
3_record_690,0
3_record_691,0
3_record_692,0
3_record_693,0
3_record_694,0
3_record_695,0
3_record_696,0
3_record_697,0
3_record_698,0
3_record_699,0
3_record_700,0
3_record_701,0
3_record_702,0
3_record_703,0
3_record_704,0
3_record_705,0
3_record_706,0
3_record_707,0
3_record_708,0
3_record_709,0
3_record_710,0
3_record_711,0
3_record_712,0
3_record_713,0
3_record_714,0
3_record_715,0
3_record_716,0
3_record_717,0
3_record_718,0
3_record_719,0
3_record_720,0
3_record_721,0
3_record_722,0
3_record_723,0
3_record_724,0
3_record_725,0
3_record_726,0
3_record_727,0
3_record_728,0
3_record_729,0
3_record_730,0
3_record_731,0
3_record_732,0
3_record_733,0
3_record_734,0
3_record_735,0
3_record_736,0
3_record_737,0
3_record_738,0
3_record_739,0
3_record_740,0
3_record_741,0
3_record_742,0
3_record_743,0
3_record_744,0
3_record_745,0
3_record_746,0
3_record_747,0
3_record_748,0
3_record_749,0
3_record_750,0
3_record_751,0
3_record_752,0
3_record_753,0
3_record_754,0
3_record_755,0
3_record_756,0
3_record_757,0
3_record_758,0
3_record_759,0
3_record_760,0
3_record_761,0
3_record_762,0
3_record_763,0
3_record_764,0
3_record_765,0
3_record_766,0
3_record_767,0
3_record_768,0
3_record_769,0
3_record_770,0
3_record_771,0
3_record_772,0
3_record_773,0
3_record_774,0
3_record_775,0
3_record_776,0
3_record_777,0
3_record_778,0
3_record_779,0
3_record_780,0
3_record_781,0
3_record_782,0
3_record_783,0
3_record_784,0
3_record_785,0
3_record_786,0
3_record_787,0
3_record_788,0
3_record_789,0
3_record_790,0
3_record_791,0
3_record_792,0
3_record_793,0
3_record_794,0
3_record_795,0
3_record_796,0
3_record_797,0
3_record_798,0
3_record_799,0
3_record_800,0
3_record_801,0
3_record_802,0
3_record_803,0
3_record_804,0
3_record_805,0
3_record_806,0
3_record_807,0
3_record_808,0
3_record_809,0
3_record_810,0
3_record_811,0
3_record_812,0
3_record_813,0
3_record_814,0
3_record_815,0
3_record_816,0
3_record_817,0
3_record_818,0
3_record_819,0
3_record_820,0
3_record_821,0
3_record_822,0
3_record_823,0
3_record_824,0
3_record_825,0
3_record_826,0
3_record_827,0
3_record_828,0
3_record_829,0
3_record_830,0
3_record_831,0
3_record_832,0
3_record_833,0
3_record_834,0
3_record_835,0
3_record_836,0
3_record_837,0
3_record_838,0
3_record_839,0
3_record_840,0
3_record_841,0
3_record_842,0
3_record_843,0
3_record_844,0
3_record_845,0
3_record_846,0
3_record_847,0
3_record_848,0
3_record_849,0
3_record_850,0
3_record_851,0
3_record_852,0
3_record_853,0
3_record_854,0
3_record_855,0
3_record_856,0
3_record_857,0
3_record_858,0
3_record_859,0
3_record_860,0
3_record_861,0
3_record_862,0
3_record_863,0
3_record_864,0
3_record_865,0
3_record_866,0
3_record_867,0
3_record_868,0
3_record_869,0
3_record_870,0
3_record_871,0
3_record_872,0
3_record_873,0
3_record_874,0
3_record_875,0
3_record_876,0
3_record_877,0
3_record_878,0
3_record_879,0
3_record_880,0
3_record_881,0
3_record_882,0
3_record_883,0
3_record_884,0
3_record_885,0
3_record_886,0
3_record_887,0
3_record_888,0
3_record_889,0
3_record_890,0
3_record_891,0
3_record_892,0
3_record_893,0
3_record_894,0
3_record_895,0
3_record_896,0
3_record_897,0
3_record_898,0
3_record_899,0
3_record_900,0
3_record_901,0
3_record_902,0
3_record_903,0
3_record_904,0
3_record_905,0
3_record_906,0
3_record_907,0
3_record_908,0
3_record_909,0
3_record_910,0
3_record_911,0
3_record_912,0
3_record_913,0
3_record_914,0
3_record_915,0
3_record_916,0
3_record_917,0
3_record_918,0
3_record_919,0
3_record_920,0
3_record_921,0
3_record_922,0
3_record_923,0
3_record_924,0
3_record_925,0
3_record_926,0
3_record_927,0
3_record_928,0
3_record_929,0
3_record_930,0
3_record_931,0
3_record_932,0
3_record_933,0
3_record_934,0
3_record_935,0
3_record_936,0
3_record_937,0
3_record_938,0
3_record_939,0
3_record_940,0
3_record_941,0
3_record_942,0
3_record_943,0
3_record_944,0
3_record_945,0
3_record_946,0
3_record_947,0
3_record_948,0
3_record_949,0
3_record_950,0
3_record_951,0
3_record_952,0
3_record_953,0
3_record_954,0
3_record_955,0
3_record_956,0
3_record_957,0
3_record_958,0
3_record_959,0
3_record_960,0
3_record_961,0
3_record_962,0
3_record_963,0
3_record_964,0
3_record_965,0
3_record_966,0
3_record_967,0
3_record_968,0
3_record_969,0
3_record_970,0
3_record_971,0
3_record_972,0
3_record_973,0
3_record_974,0
3_record_975,0
3_record_976,0
3_record_977,0
3_record_978,0
3_record_979,0
3_record_980,0
3_record_981,0
3_record_982,0
3_record_983,0
3_record_984,0
3_record_985,0
3_record_986,0
3_record_987,0
3_record_988,0
3_record_989,0
3_record_990,0
3_record_991,0
3_record_992,0
3_record_993,0
3_record_994,0
3_record_995,0
3_record_996,0
3_record_997,0
3_record_998,0
3_record_999,0
3_record_1000,0
3_record_1001,0
3_record_1002,0
3_record_1003,0
3_record_1004,0
3_record_1005,0
3_record_1006,0
3_record_1007,0
3_record_1008,0
3_record_1009,0
3_record_1010,0
3_record_1011,0
3_record_1012,0
3_record_1013,0
3_record_1014,0
3_record_1015,0
3_record_1016,0
3_record_1017,0
3_record_1018,0
3_record_1019,0
3_record_1020,0
3_record_1021,0
3_record_1022,0
3_record_1023,0
3_record_1024,0
3_record_1025,0
3_record_1026,0
3_record_1027,0
3_record_1028,0
3_record_1029,0
3_record_1030,0
3_record_1031,0
3_record_1032,0
3_record_1033,0
3_record_1034,0
3_record_1035,0
3_record_1036,0
3_record_1037,0
3_record_1038,0
3_record_1039,0
3_record_1040,0
3_record_1041,0
3_record_1042,0
3_record_1043,0
3_record_1044,0
3_record_1045,0
3_record_1046,0
3_record_1047,0
3_record_1048,0
3_record_1049,0
3_record_1050,0
3_record_1051,0
3_record_1052,0
3_record_1053,0
3_record_1054,0
3_record_1055,0
3_record_1056,0
3_record_1057,0
3_record_1058,0
3_record_1059,0
3_record_1060,0
3_record_1061,0
3_record_1062,0
3_record_1063,0
3_record_1064,0
3_record_1065,0
3_record_1066,0
3_record_1067,0
3_record_1068,0
3_record_1069,0
3_record_1070,0
3_record_1071,0
3_record_1072,0
3_record_1073,0
3_record_1074,0
3_record_1075,0
3_record_1076,0
3_record_1077,0
3_record_1078,0
3_record_1079,0
3_record_1080,0
3_record_1081,0
3_record_1082,0
3_record_1083,0
3_record_1084,0
3_record_1085,0
3_record_1086,0
3_record_1087,0
3_record_1088,0
3_record_1089,0
3_record_1090,0
3_record_1091,0
3_record_1092,0
3_record_1093,0
3_record_1094,0
3_record_1095,0
3_record_1096,0
3_record_1097,0
3_record_1098,0
3_record_1099,0
3_record_1100,0
3_record_1101,0
3_record_1102,0
3_record_1103,0
3_record_1104,0
3_record_1105,0
3_record_1106,0
3_record_1107,0
3_record_1108,0
3_record_1109,0
3_record_1110,0
3_record_1111,0
3_record_1112,0
3_record_1113,0
3_record_1114,0
3_record_1115,0
3_record_1116,0
3_record_1117,0
3_record_1118,0
3_record_1119,0
3_record_1120,0
3_record_1121,0
3_record_1122,0
3_record_1123,0
3_record_1124,0
3_record_1125,0
3_record_1126,0
3_record_1127,0
3_record_1128,0
3_record_1129,0
3_record_1130,0
3_record_1131,0
3_record_1132,0
3_record_1133,0
3_record_1134,0
3_record_1135,0
3_record_1136,0
3_record_1137,0
3_record_1138,0
3_record_1139,0
3_record_1140,0
3_record_1141,0
3_record_1142,0
3_record_1143,0
3_record_1144,0
3_record_1145,0
3_record_1146,0
3_record_1147,0
3_record_1148,0
3_record_1149,0
3_record_1150,0
3_record_1151,0
3_record_1152,0
3_record_1153,0
3_record_1154,0
3_record_1155,0
3_record_1156,0
3_record_1157,0
3_record_1158,0
3_record_1159,0
3_record_1160,0
3_record_1161,0
3_record_1162,0
3_record_1163,0
3_record_1164,0
3_record_1165,0
3_record_1166,0
3_record_1167,0
3_record_1168,0
3_record_1169,0
3_record_1170,0
3_record_1171,0
3_record_1172,0
3_record_1173,0
3_record_1174,0
3_record_1175,0
3_record_1176,0
3_record_1177,0
3_record_1178,0
3_record_1179,0
3_record_1180,0
3_record_1181,0
3_record_1182,0
3_record_1183,0
3_record_1184,0
3_record_1185,0
3_record_1186,0
3_record_1187,0
3_record_1188,0
3_record_1189,0
3_record_1190,0
3_record_1191,0
3_record_1192,0
3_record_1193,0
3_record_1194,0
3_record_1195,0
3_record_1196,0
3_record_1197,0
3_record_1198,0
3_record_1199,0
3_record_1200,0
3_record_1201,0
3_record_1202,0
3_record_1203,0
3_record_1204,0
3_record_1205,0
3_record_1206,0
3_record_1207,0
3_record_1208,0
3_record_1209,0
3_record_1210,0
3_record_1211,0
3_record_1212,0
3_record_1213,0
3_record_1214,0
3_record_1215,0
3_record_1216,0
3_record_1217,0
3_record_1218,0
3_record_1219,0
3_record_1220,0
3_record_1221,0
3_record_1222,0
3_record_1223,0
3_record_1224,0
3_record_1225,0
3_record_1226,0
3_record_1227,0
3_record_1228,0
3_record_1229,0
3_record_1230,0
3_record_1231,0
3_record_1232,0
3_record_1233,0
3_record_1234,0
3_record_1235,0
3_record_1236,0
3_record_1237,0
3_record_1238,0
3_record_1239,0
3_record_1240,0
3_record_1241,0
3_record_1242,0
3_record_1243,0
3_record_1244,0
3_record_1245,0
3_record_1246,0
3_record_1247,0
3_record_1248,0
3_record_1249,0
3_record_1250,0
3_record_1251,0
3_record_1252,0
3_record_1253,0
3_record_1254,0
3_record_1255,0
3_record_1256,0
3_record_1257,0
3_record_1258,0
3_record_1259,0
3_record_1260,0
3_record_1261,0
3_record_1262,0
3_record_1263,0
3_record_1264,0
3_record_1265,0
3_record_1266,0
3_record_1267,0
3_record_1268,0
3_record_1269,0
3_record_1270,0
3_record_1271,0
3_record_1272,0
3_record_1273,0
3_record_1274,0
3_record_1275,0
3_record_1276,0
3_record_1277,0
3_record_1278,0
3_record_1279,0
3_record_1280,0
3_record_1281,0
3_record_1282,0
3_record_1283,0
3_record_1284,0
3_record_1285,0
3_record_1286,0
3_record_1287,0
3_record_1288,0
3_record_1289,0
3_record_1290,0
3_record_1291,0
3_record_1292,0
3_record_1293,0
3_record_1294,0
3_record_1295,0
3_record_1296,0
3_record_1297,0
3_record_1298,0
3_record_1299,0
3_record_1300,0
3_record_1301,0
3_record_1302,0
3_record_1303,0
3_record_1304,0
3_record_1305,0
3_record_1306,0
3_record_1307,0
3_record_1308,0
3_record_1309,0
3_record_1310,0
3_record_1311,0
3_record_1312,0
3_record_1313,0
3_record_1314,0
3_record_1315,0
3_record_1316,0
3_record_1317,0
3_record_1318,0
3_record_1319,0
3_record_1320,0
3_record_1321,0
3_record_1322,0
3_record_1323,0
3_record_1324,0
3_record_1325,0
3_record_1326,0
3_record_1327,0
3_record_1328,0
3_record_1329,0
3_record_1330,0
3_record_1331,0
3_record_1332,0
3_record_1333,0
3_record_1334,0
3_record_1335,0
3_record_1336,0
3_record_1337,0
3_record_1338,0
3_record_1339,0
3_record_1340,0
3_record_1341,0
3_record_1342,0
3_record_1343,0
3_record_1344,0
3_record_1345,0
3_record_1346,0
3_record_1347,0
3_record_1348,0
3_record_1349,0
3_record_1350,0
3_record_1351,0
3_record_1352,0
3_record_1353,0
3_record_1354,0
3_record_1355,0
3_record_1356,0
3_record_1357,0
3_record_1358,0
3_record_1359,0
3_record_1360,0
3_record_1361,0
3_record_1362,0
3_record_1363,0
3_record_1364,0
3_record_1365,0
3_record_1366,0
3_record_1367,0
3_record_1368,0
3_record_1369,0
3_record_1370,0
3_record_1371,0
3_record_1372,0
3_record_1373,0
3_record_1374,0
3_record_1375,0
3_record_1376,0
3_record_1377,0
3_record_1378,0
3_record_1379,0
3_record_1380,0
3_record_1381,0
3_record_1382,0
3_record_1383,0
3_record_1384,0
3_record_1385,0
3_record_1386,0
3_record_1387,0
3_record_1388,0
3_record_1389,0
3_record_1390,0
3_record_1391,0
3_record_1392,0
3_record_1393,0
3_record_1394,0
3_record_1395,0
3_record_1396,0
3_record_1397,0
3_record_1398,0
3_record_1399,0
3_record_1400,0
3_record_1401,0
3_record_1402,0
3_record_1403,0
3_record_1404,0
3_record_1405,0
3_record_1406,0
3_record_1407,0
3_record_1408,0
3_record_1409,0
3_record_1410,0
3_record_1411,0
3_record_1412,0
3_record_1413,0
3_record_1414,0
3_record_1415,0
3_record_1416,0
3_record_1417,0
3_record_1418,0
3_record_1419,0
3_record_1420,0
3_record_1421,0
3_record_1422,0
3_record_1423,0
3_record_1424,0
3_record_1425,0
3_record_1426,0
3_record_1427,0
3_record_1428,0
3_record_1429,0
3_record_1430,0
3_record_1431,0
3_record_1432,0
3_record_1433,0
3_record_1434,0
3_record_1435,0
3_record_1436,0
3_record_1437,0
3_record_1438,0
3_record_1439,0
3_record_1440,0
3_record_1441,0
3_record_1442,0
3_record_1443,0
3_record_1444,0
3_record_1445,0
3_record_1446,0
3_record_1447,0
3_record_1448,0
3_record_1449,0
3_record_1450,0
3_record_1451,0
3_record_1452,0
3_record_1453,0
3_record_1454,0
3_record_1455,0
3_record_1456,0
3_record_1457,0
3_record_1458,0
3_record_1459,0
3_record_1460,0
3_record_1461,0
3_record_1462,0
3_record_1463,0
3_record_1464,0
3_record_1465,0
3_record_1466,0
3_record_1467,0
3_record_1468,0
3_record_1469,0
3_record_1470,0
3_record_1471,0
3_record_1472,0
3_record_1473,0
3_record_1474,0
3_record_1475,0
3_record_1476,0
3_record_1477,0
3_record_1478,0
3_record_1479,0
3_record_1480,0
3_record_1481,0
3_record_1482,0
3_record_1483,0
3_record_1484,0
3_record_1485,0
3_record_1486,0
3_record_1487,0
3_record_1488,0
3_record_1489,0
3_record_1490,0
3_record_1491,0
3_record_1492,0
3_record_1493,0
3_record_1494,0
3_record_1495,0
3_record_1496,0
3_record_1497,0
3_record_1498,0
3_record_1499,0
3_record_1500,0
3_record_1501,0
3_record_1502,0
3_record_1503,0
3_record_1504,0
3_record_1505,0
3_record_1506,0
3_record_1507,0
3_record_1508,0
3_record_1509,0
3_record_1510,0
3_record_1511,0
3_record_1512,0
3_record_1513,0
3_record_1514,0
3_record_1515,0
3_record_1516,0
3_record_1517,0
3_record_1518,0
3_record_1519,0
3_record_1520,0
3_record_1521,0
3_record_1522,0
3_record_1523,0
3_record_1524,0
3_record_1525,0
3_record_1526,0
3_record_1527,0
3_record_1528,0
3_record_1529,0
3_record_1530,0
3_record_1531,0
3_record_1532,0
3_record_1533,0
3_record_1534,0
3_record_1535,0
3_record_1536,0
3_record_1537,0
3_record_1538,0
3_record_1539,0
3_record_1540,0
3_record_1541,0
3_record_1542,0
3_record_1543,0
3_record_1544,0
3_record_1545,0
3_record_1546,0
3_record_1547,0
3_record_1548,0
3_record_1549,0
3_record_1550,0
3_record_1551,0
3_record_1552,0
3_record_1553,0
3_record_1554,0
3_record_1555,0
3_record_1556,0
3_record_1557,0
3_record_1558,0
3_record_1559,0
3_record_1560,0
3_record_1561,0
3_record_1562,0
3_record_1563,0
3_record_1564,0
3_record_1565,0
3_record_1566,0
3_record_1567,0
3_record_1568,0
3_record_1569,0
3_record_1570,0
3_record_1571,0
3_record_1572,0
3_record_1573,0
3_record_1574,0
3_record_1575,0
3_record_1576,0
3_record_1577,0
3_record_1578,0
3_record_1579,0
3_record_1580,0
3_record_1581,0
3_record_1582,0
3_record_1583,0
3_record_1584,0
3_record_1585,0
3_record_1586,0
3_record_1587,0
3_record_1588,0
3_record_1589,0
3_record_1590,0
3_record_1591,0
3_record_1592,0
3_record_1593,0
3_record_1594,0
3_record_1595,0
3_record_1596,0
3_record_1597,0
3_record_1598,0
3_record_1599,0
3_record_1600,0
3_record_1601,0
3_record_1602,0
3_record_1603,0
3_record_1604,0
3_record_1605,0
3_record_1606,0
3_record_1607,0
3_record_1608,0
3_record_1609,0
3_record_1610,0
3_record_1611,0
3_record_1612,0
3_record_1613,0
3_record_1614,0
3_record_1615,0
3_record_1616,0
3_record_1617,0
3_record_1618,0
3_record_1619,0
3_record_1620,0
3_record_1621,0
3_record_1622,0
3_record_1623,0
3_record_1624,0
3_record_1625,0
3_record_1626,0
3_record_1627,0
3_record_1628,0
3_record_1629,0
3_record_1630,0
3_record_1631,0
3_record_1632,0
3_record_1633,0
3_record_1634,0
3_record_1635,0
3_record_1636,0
3_record_1637,0
3_record_1638,0
3_record_1639,0
3_record_1640,0
3_record_1641,0
3_record_1642,0
3_record_1643,0
3_record_1644,0
3_record_1645,0
3_record_1646,0
3_record_1647,0
3_record_1648,0
3_record_1649,0
3_record_1650,0
3_record_1651,0
3_record_1652,0
3_record_1653,0
3_record_1654,0
3_record_1655,0
3_record_1656,0
3_record_1657,0
3_record_1658,0
3_record_1659,0
3_record_1660,0
3_record_1661,0
3_record_1662,0
3_record_1663,0
3_record_1664,0
